hour,t(sec),"P1 (kW)","Q1 (kvar)","P2 (kW)","Q2 (kvar)","P3 (kW)","Q3 (kvar)"
10, 0.07500, -198.874, 0.000013557, -198.995, 0.0000439685, -198.987, 0.0000270249
10, 0.07600, -198.833, 0.0000127919, -198.948, 0.0000416964, -198.941, 0.0000254562
10, 0.07700, -198.795, 0.0000120722, -198.905, 0.0000395423, -198.897, 0.0000239792
10, 0.07800, -198.759, 0.0000113948, -198.865, 0.0000375002, -198.857, 0.0000225885
10, 0.07900, -198.726, 0.0000107572, -198.826, 0.0000355641, -198.819, 0.0000212789
10, 0.08000, -198.695, 0.0000101568, -198.791, 0.0000337284, -198.784, 0.0000200457
10, 0.08100, -198.665, 9.59143E-6, -198.757, 0.0000319878, -198.75, 0.0000188842
10, 0.08200, -198.638, 9.05878E-6, -198.726, 0.0000303374, -198.719, 0.0000177904
10, 0.08300, -198.613, 8.55689E-6, -198.696, 0.0000287723, -198.69, 0.0000167601
10, 0.08400, -198.589, 8.08388E-6, -198.669, 0.0000272881, -198.662, 0.0000157896
10, 0.08500, -198.566, 7.63798E-6, -198.643, 0.0000258806, -198.637, 0.0000148754
10, 0.08600, -198.546, 7.21756E-6, -198.619, 0.0000245457, -198.613, 0.0000140142
10, 0.08700, -198.526, 6.82108E-6, -198.596, 0.0000232798, -198.59, 0.0000132029
10, 0.08800, -198.508, 6.44711E-6, -198.575, 0.0000220792, -198.569, 0.0000124386
10, 0.08900, -198.491, 6.0943E-6, -198.555, 0.0000209405, -198.549, 0.0000117185
10, 0.09000, -198.475, 5.76141E-6, -198.536, 0.0000198605, -198.531, 0.0000110401
10, 0.09100, -198.46, 5.44725E-6, -198.518, 0.0000188361, -198.513, 0.0000104008
10, 0.09200, -198.448, -0.0000541033, -198.502, 0.0000198966, -198.497, 0.0000289282
10, 0.09300, -198.44, -0.0000326456, -198.487, 0.000020461, -198.482, 0.0000201161
10, 0.09400, -198.433, -0.0000211719, -198.472, 0.0000206943, -198.467, 0.0000149711
10, 0.09500, -198.428, -0.0000102189, -198.459, 0.0000410611, -198.456, -0.0000490844
10, 0.09600, -198.424, 0.0000147563, -198.448, -0.0000249911, -198.448, -0.0000266631
10, 0.09700, -198.421, 0.0000113224, -198.441, -9.83509E-6, -198.442, -0.0000159961
10, 0.09800, -198.419, 9.86651E-6, -198.435, -2.83626E-6, -198.437, -8.26131E-6
10, 0.09900, -198.417, 8.72133E-6, -198.431, 1.92506E-6, -198.434, -2.99774E-6
10, 0.10000, -198.415, 7.83613E-6, -198.428, 4.95673E-6, -198.431, 5.77255E-7
10, 0.10100, -198.413, 7.13258E-6, -198.425, 6.82661E-6, -198.429, 2.95619E-6
10, 0.10200, -198.412, 6.55751E-6, -198.424, 7.91125E-6, -198.427, 4.49511E-6
10, 0.10300, -198.41, 6.07435E-6, -198.422, 8.4693E-6, -198.426, 5.44635E-6
10, 0.10400, -198.409, 5.65795E-6, -198.421, 8.67758E-6, -198.425, 5.98884E-6
10, 0.10500, -198.408, 5.29103E-6, -198.42, 8.65667E-6, -198.424, 6.24921E-6
10, 0.10600, -198.407, 4.96175E-6, -198.419, 8.48857E-6, -198.423, 6.31693E-6
10, 0.10700, -198.406, 4.66195E-6, -198.418, 8.22884E-6, -198.422, 6.25505E-6
10, 0.10800, -198.405, 4.38596E-6, -198.417, 7.91493E-6, -198.421, 6.10785E-6
10, 0.10900, -198.405, 4.12986E-6, -198.416, 7.57192E-6, -198.42, 5.90635E-6
10, 0.11000, -198.404, 3.89084E-6, -198.416, 7.21645E-6, -198.42, 5.67215E-6
10, 0.11100, -198.403, 3.66687E-6, -198.415, 6.85945E-6, -198.419, 5.42019E-6
10, 0.11200, -198.403, 3.45645E-6, -198.415, 6.50794E-6, -198.419, 5.16071E-6
10, 0.11300, -198.402, 3.2584E-6, -198.414, 6.1663E-6, -198.418, 4.90068E-6
10, 0.11400, -198.401, 3.07181E-6, -198.414, 5.83716E-6, -198.418, 4.64471E-6
10, 0.11500, -198.401, 2.89588E-6, -198.413, 5.52198E-6, -198.417, 4.39581E-6
10, 0.11600, -198.4, 2.72997E-6, -198.413, 5.22142E-6, -198.417, 4.15585E-6
10, 0.11700, -198.4, 2.57346E-6, -198.412, 4.93563E-6, -198.417, 3.92593E-6
10, 0.11800, -198.399, 2.42583E-6, -198.412, 4.66444E-6, -198.416, 3.70659E-6
10, 0.11900, -198.399, 2.28658E-6, -198.412, 4.40746E-6, -198.416, 3.49801E-6
10, 0.12000, -198.399, 2.15524E-6, -198.411, 4.1642E-6, -198.416, 3.30013E-6
10, 0.12100, -198.398, 2.03138E-6, -198.411, 3.93408E-6, -198.415, 3.11272E-6
10, 0.12200, -198.398, 1.91458E-6, -198.411, 3.71649E-6, -198.415, 2.93544E-6
10, 0.12300, -198.397, 1.80445E-6, -198.411, 3.51082E-6, -198.415, 2.76792E-6
10, 0.12400, -198.397, 0.0000428441, -198.41, 0.0000382452, -198.415, 0.0000377523
10, 0.12500, -198.397, 0.0000277044, -198.41, 0.0000248747, -198.414, 0.0000246973
10, 0.12600, -198.397, 0.0000194206, -198.41, 0.0000174825, -198.414, 0.0000174093
10, 0.12700, -198.396, 0.0000135164, -198.41, 0.0000122062, -198.414, 0.000012197
10, 0.12800, -198.396, 9.4133E-6, -198.41, 8.52564E-6, -198.414, 8.54951E-6
10, 0.12900, -198.396, 6.55561E-6, -198.41, 5.95389E-6, -198.414, 5.9926E-6
10, 0.13000, -198.396, 4.56563E-6, -198.41, 4.15739E-6, -198.414, 4.20041E-6
10, 0.13100, -198.396, 3.17983E-6, -198.409, 2.9026E-6, -198.414, 2.94421E-6
10, 0.13200, -198.396, 2.21473E-6, -198.409, 2.02628E-6, -198.414, 2.06369E-6
10, 0.13300, -198.396, 1.54261E-6, -198.409, 1.41435E-6, -198.414, 1.4465E-6
10, 0.13400, -198.396, 1.0745E-6, -198.409, 9.87094E-7, -198.414, 1.01389E-6
10, 0.13500, -198.396, 7.48469E-7, -198.409, 6.88823E-7, -198.413, 7.10651E-7
10, 0.13600, -198.396, 5.21387E-7, -198.409, 4.80617E-7, -198.413, 4.98104E-7
10, 0.13700, -198.396, 3.63217E-7, -198.409, 3.353E-7, -198.413, 3.49125E-7
10, 0.13800, -198.396, 2.5304E-7, -198.409, 2.33891E-7, -198.413, 2.447E-7
10, 0.13900, -198.396, 1.76293E-7, -198.409, 1.63127E-7, -198.413, 1.71511E-7
10, 0.14000, -198.396, 1.22828E-7, -198.409, 1.13756E-7, -198.413, 1.20212E-7
10, 0.14100, -198.396, 8.55821E-8, -198.409, 7.93156E-8, -198.413, 8.42569E-8
10, 0.14200, -198.396, 5.96338E-8, -198.409, 5.52901E-8, -198.413, 5.90586E-8
10, 0.14300, -198.396, 4.15543E-8, -198.409, 3.85364E-8, -198.413, 4.13967E-8
10, 0.14400, -198.396, 2.89579E-8, -198.409, 2.68512E-8, -198.413, 2.90216E-8
10, 0.14500, -198.396, 2.01812E-8, -198.409, 1.87033E-8, -198.413, 2.0348E-8
10, 0.14600, -198.396, 1.40646E-8, -198.409, 1.30231E-8, -198.413, 1.42691E-8
10, 0.14700, -198.396, 9.8029E-9, -198.409, 9.06271E-9, -198.413, 1.00093E-8
10, 0.14800, -198.396, 6.832E-9, -198.409, 6.30206E-9, -198.413, 7.02626E-9
10, 0.14900, -198.396, 4.76258E-9, -198.409, 4.37803E-9, -198.413, 4.93418E-9
10, 0.15000, -198.396, 3.32049E-9, -198.409, 3.03821E-9, -198.413, 3.46692E-9
10, 0.15100, -198.396, 2.31432E-9, -198.409, 2.10365E-9, -198.413, 2.44203E-9
10, 0.15200, -198.396, 1.61332E-9, -198.409, 1.45267E-9, -198.413, 1.72349E-9
10, 0.15300, -198.396, 1.12499E-9, -198.409, 9.99018E-10, -198.413, 1.21909E-9
10, 0.15400, -198.396, 7.84326E-10, -198.409, 6.83969E-10, -198.413, 8.66057E-10
10, 0.15500, -198.396, 5.47296E-10, -198.409, 4.62664E-10, -198.413, 6.19431E-10
10, 0.15600, -198.396, 3.81227E-10, -198.409, 3.09868E-10, -198.413, 4.45943E-10
10, 0.15700, -198.396, 2.66325E-10, -198.409, 2.03509E-10, -198.413, 3.23416E-10
10, 0.15800, -198.396, 1.85523E-10, -198.409, 1.29978E-10, -198.413, 2.39175E-10
10, 0.15900, -198.396, 1.28938E-10, -198.409, 7.81147E-11, -198.413, 1.79149E-10
10, 0.16000, -198.396, 8.99799E-11, -198.409, 4.13711E-11, -198.413, 1.37938E-10
10, 0.16100, -198.396, 6.2988E-11, -198.409, 1.59635E-11, -198.413, 1.09547E-10
10, 0.16200, -198.396, 4.44707E-11, -198.409, -2.16824E-12, -198.413, 8.89268E-11
10, 0.16300, -198.396, 3.00965E-11, -198.409, -1.29658E-11, -198.413, 7.53498E-11
10, 0.16400, -198.396, 2.09293E-11, -198.409, -2.1173E-11, -198.413, 6.41739E-11
10, 0.16500, -198.396, 1.50853E-11, -198.409, -2.78233E-11, -198.413, 5.71454E-11
10, 0.16600, -198.396, 1.0396E-11, -198.409, -3.12284E-11, -198.413, 5.22996E-11
10, 0.16700, -198.396, 7.51879E-12, -198.409, -3.40224E-11, -198.413, 4.80941E-11
10, 0.16800, -198.396, 4.73801E-12, -198.409, -3.52884E-11, -198.413, 4.63915E-11
10, 0.16900, -198.396, 3.01861E-12, -198.409, -3.8388E-11, -198.413, 4.48199E-11
10, 0.17000, -198.396, 2.77441E-12, -198.409, -3.93047E-11, -198.413, 4.38158E-11
10, 0.17100, -198.396, 2.06273E-12, -198.409, -4.02069E-11, -198.413, 4.28845E-11
10, 0.17200, -198.396, 1.11368E-12, -198.409, -4.06872E-11, -198.413, 4.2317E-11
10, 0.17300, -198.396, 9.0813E-13, -198.409, -4.21569E-11, -198.413, 4.2608E-11
10, 0.17400, -198.396, 1.25056E-13, -198.409, -3.91592E-11, -198.413, 4.13565E-11
10, 0.17500, -198.396, 3.34239E-13, -198.409, -4.14584E-11, -198.413, 4.2317E-11
10, 0.17600, -198.396, 3.80624E-13, -198.409, -4.09491E-11, -198.413, 4.20114E-11
10, 0.17700, -198.396, -2.75122E-13, -198.409, -4.01051E-11, -198.413, 4.11092E-11
10, 0.17800, -198.396, 6.48924E-13, -198.409, -4.14584E-11, -198.413, 4.07017E-11
10, 0.17900, -198.396, -4.11546E-13, -198.409, -4.10073E-11, -198.413, 4.18804E-11
10, 0.18000, -198.396, -9.59517E-14, -198.409, -4.0498E-11, -198.413, 4.12547E-11
10, 0.18100, -198.396, -3.51974E-13, -198.409, -4.00323E-11, -198.413, 4.13856E-11
10, 0.18200, -198.396, 7.82165E-14, -198.409, -4.06289E-11, -198.413, 4.09054E-11
10, 0.18300, -198.396, 1.15961E-13, -198.409, -4.06726E-11, -198.413, 4.09491E-11
10, 0.18400, -198.396, -2.18279E-13, -198.409, -4.08909E-11, -198.413, 4.17494E-11
10, 0.18500, -198.396, -1.13232E-13, -198.409, -4.13711E-11, -198.413, 4.08327E-11
10, 0.18600, -198.396, 2.72848E-13, -198.409, -4.09491E-11, -198.413, 4.12547E-11
10, 0.18700, -198.396, -2.22826E-13, -198.409, -4.09927E-11, -198.413, 4.18077E-11
10, 0.18800, -198.396, -4.95675E-14, -198.409, -4.05853E-11, -198.413, 4.0367E-11
10, 0.18900, -198.396, -2.66937E-13, -198.409, -4.01051E-11, -198.413, 4.0658E-11
10, 0.19000, -198.396, -1.94632E-13, -198.409, -4.08472E-11, -198.413, 4.092E-11
10, 0.19100, -198.396, -9.09495E-16, -198.409, -4.09782E-11, -198.413, 4.10073E-11
10, 0.19200, -198.396, -4.54747E-16, -198.409, -4.09782E-11, -198.413, 4.10655E-11
10, 0.19300, -198.396, -4.54747E-16, -198.409, -4.09782E-11, -198.413, 4.10655E-11
10, 0.19400, -198.396, -4.54747E-16, -198.409, -4.09927E-11, -198.413, 4.1051E-11
10, 0.19500, -198.396, -4.54747E-16, -198.409, -4.10364E-11, -198.413, 4.10655E-11
10, 0.19600, -198.396, -4.54747E-16, -198.409, -4.10218E-11, -198.413, 4.1051E-11
10, 0.19700, -198.396, -4.54747E-16, -198.409, -4.10218E-11, -198.413, 4.1051E-11
10, 0.19800, -198.396, -4.54747E-16, -198.409, -4.10218E-11, -198.413, 4.10655E-11
10, 0.19900, -198.396, -4.54747E-16, -198.409, -4.10218E-11, -198.413, 4.10655E-11
10, 0.20000, -198.396, -4.54747E-16, -198.409, -4.10218E-11, -198.413, 4.10655E-11
10, 0.20100, -147.233, -0.674319, -150.662, -0.104416, -147.256, -0.457664
10, 0.20200, -147.18, 0.000445245, -150.67, 0.000362445, -147.236, -0.00180801
10, 0.20300, -147.18, 5.83068E-6, -150.671, -6.07974E-6, -147.236, -3.49747E-7
10, 0.20400, -147.18, -1.14198E-8, -150.671, -1.66721E-8, -147.236, 3.13375E-8
10, 0.20500, -147.18, -1.28087E-10, -150.671, 8.1287E-11, -147.236, 5.47007E-11
10, 0.20600, -147.18, 1.74623E-13, -150.671, -3.12793E-11, -147.236, 3.00861E-11
10, 0.20700, -147.18, 7.27596E-15, -150.671, -3.09446E-11, -147.236, 3.02825E-11
10, 0.20800, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.20900, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.21000, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.21100, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.21200, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.21300, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.21400, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.21500, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.21600, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.21700, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.21800, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.21900, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.22000, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.22100, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.22200, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.22300, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.22400, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.22500, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.22600, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.22700, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.22800, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.22900, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.23000, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.23100, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.23200, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.23300, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.23400, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.23500, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.23600, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.23700, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.23800, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.23900, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.24000, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.24100, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.24200, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.24300, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.24400, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.24500, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.24600, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.24700, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.24800, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.24900, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.25000, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.25100, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.25200, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.25300, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.25400, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.25500, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.25600, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.25700, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.25800, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.25900, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.26000, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.26100, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.26200, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.26300, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.26400, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.26500, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.26600, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.26700, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.26800, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.26900, -147.18, 1.00954E-13, -150.671, -3.10902E-11, -147.236, 3.01588E-11
10, 0.27000, -147.18, -6.73026E-14, -150.671, -3.13739E-11, -147.236, 3.09228E-11
10, 0.27100, -179.176, 1.1631, -180.203, 0.554867, -178.329, 1.06029
10, 0.27200, -132.156, -0.270004, -136.133, -0.226612, -132.291, -0.230812
10, 0.27300, -107.57, -0.136306, -113.321, -0.114831, -108.47, -0.116146
10, 0.27400, -91.4835, -0.0863878, -98.3313, -0.0744776, -92.8539, -0.0745829
10, 0.27500, -81.8381, -0.0562202, -89.3177, -0.0493419, -83.4886, -0.0490331
10, 0.27600, -76.7798, -0.0374859, -84.5769, -0.0335567, -78.5875, -0.0333444
10, 0.27700, -74.982, -0.0263908, -82.8836, -0.0237201, -76.8674, -0.0235419
10, 0.27800, -75.4786, -0.0190113, -83.3409, -0.0170569, -77.391, -0.0169603
10, 0.27900, -77.5667, -0.0138594, -85.2944, -0.0123452, -79.4743, -0.0123299
10, 0.28000, -80.7351, -0.0101193, -88.2661, -0.00890089, -82.6181, -0.00894854
10, 0.28100, -84.6125, -0.00732869, -91.908, -0.00632425, -86.4591, -0.00641444
10, 0.28200, -88.9301, -0.00521177, -95.9671, -0.00436995, -90.7336, -0.0044861
10, 0.28300, -93.4946, -0.00359339, -100.261, -0.00287837, -95.2512, -0.00300885
10, 0.28400, -98.1671, -0.00235449, -104.658, -0.00173932, -99.8752, -0.00187686
10, 0.28500, -102.849, -0.00140928, -109.066, -0.000872808, -104.508, -0.0010134
10, 0.28600, -107.473, -0.000693179, -113.419, -0.000218531, -109.083, -0.000360343
10, 0.28700, -111.99, -0.000156164, -117.671, 0.000270111, -113.551, 0.000127573
10, 0.28800, -116.369, 0.000241082, -121.794, 0.000629628, -117.883, 0.000486137
